,filename,author,description,viewcount,rating,likes,dislikes,duration,length,keywords,published
10,K Camp - Free Money ft. Slim Jxmmi.mp4,KCampVEVO,"K Camp “Lyric Ave” EP
iTunes: http://smarturl.it/LyricAve
Apple Music: http://smarturl.it/LyricAve.ap
Google Play: http://smarturl.it/LyricAve.gp
Amazon: http://smarturl.it/LyricAve.amz
Spotify: http://smarturl.it/LyricAve.sp 

Music video by K Camp performing Free Money. (C) 2016 Interscope Records

http://vevo.ly/vD2aOu",234764,4.8907418251,6125,172,00:03:14,194,"[Camp, Free, Money, Family, Ties, Interscope, Hip, Hop]",2016-11-15 18:00:01
11,Troy Ave - Chuck Norris (Official Video).mp4,TroyAveVEVO,"Get the project, ""Roland Collins"". Out Now!
iTunes: https://itunes.apple.com/us/album/roland-collins/id1142036098?uo=4&at=1001l3Iq&ct=888915261682&app=itunes
Google Play: https://play.google.com/store/music/album/Troy_Ave_Roland_Collins?id=Bcowzzfoumy6izs66zy2iumabwu&PAffiliateID=1101l3z7&PCamRefID=888915261682

Music video by Troy Ave performing Chuck Norris (Official Video). 2016 BSB Records / EMPIRE

http://vevo.ly/6r6bOn",35386,4.92698812485,753,14,00:05:37,337,"[Troy, Ave, Chuck, Norris, (Official, Video), BSB, Records, EMPIRE, Rap/Hip-Hop]",2016-11-15 13:00:03
12,Young Thug - Webbie feat Duke [Official Video].mp4,Young Thug,"Young Thug - Webbie (feat. Duke)

Get your tickets to the HiHorsed Tour: http://youngthugtours.com/

No, My Name Is JEFFERY
Spotify: http://flyt.it/NoMyNameIsJefferySp
iTunes: http://flyt.it/NoMyNameIsJeffery 
Apple Music: http://flyt.it/NoMyNameIsJefferyAp
Google Play: http://flyt.it/NoMyNameIsJefferyGp
Amazon: http://flyt.it/NoMyNameIsJefferyAm

Follow Thug
Instagram: http://instagram.com/thuggerthugger1
Twitter: http://www.twitter.com/youngthug
Facebook: http://www.facebook.com/youngthugmusic
Snapchat: ThuggerSnap",2396611,4.90687656403,51687,1232,00:04:15,255,"[Young thug, Webbie, My Name Is Jeffery, Jeffery, Wyclef, Kanye West, Duke, Power, Hercules, Best Friend, Slime Season]",2016-11-14 21:42:54
13,Meek Mill - Blue Notes [Official Music Video].mp4,MeekMillTV,"Meek Mill - Blue Notes

DC4 Available Now
iTunes - http://smarturl.it/DownloadDC4
Spotify - http://smarturl.it/StreamDC4
Google Play - http://smarturl.it/DC4GP
Apple Music - http://smarturl.it/DC4Appl

Follow Meek
Instagram - https://www.instagram.com/meekmill
Facebook - https://www.facebook.com/MeekMill
Twitter - https://twitter.com/meekmill",2402778,4.85743331909,33686,1245,00:03:45,225,"[Meek Mill, Blue Notes, DC4, Dream Chasers, Philly, Philadelphia]",2016-11-11 15:42:44
14,Soulja Boy & Bow Wow - Fucking Up A Check.mp4,Soulja Boy,"Soulja Boy ft. Bow Wow - Fucking Up A Check
iTunes: https://itunes.apple.com/us/album/ignorant-s**t/id1169565310
Spotify: https://open.spotify.com/album/1MGYWeKubYjreck6kp14XD
Directed by: Teddy Knock
Produced by: Possible Philly
SODMG Records
http://www.twitter.com/souljaboy
http://www.facebook.com/souljaboy
http://www.instagram.com/souljaboy",157349,4.48066282272,3465,517,00:03:58,238,"[soulja boy, sodmg, swag, soulja, trap, crank, pop, videos, bow wow, ignorant shit, soulja boy tell 'em, fucking up a check]",2016-11-08 08:50:40
15,Ty Dolla $ign - Campaign ft. Future [Music Video].mp4,Ty Dolla $ign,"Campaign Available Now! 
Download: http://smarturl.it/GetCampaign?IQid=ty.yt
Stream: http://smarturl.it/CampaignSP?IQid=ty.yt

Directed by Alex Bittan
DP - Bryant Jansen
Production Design - Cody Fusina
EP - Danielle Hinde
Producer - Antonio Flores
Co-producer - Michael Utsinger
Co-producer - Sara Ramaker
Production Co. - Doomsday Ent.
Editor - Chris Simmons

Connect with Ty Dolla $ign: 
Website – http://dollasignworld.com
Facebook – http://fb.com/tydollasign
Twitter – http://twitter.com/tydollasign
Subscribe – http://smarturl.it/TyDollaSignYT
Instagram – http://instagram.com/tydollasign
SoundCloud – http://soundcloud.com/tydollasign
Official Webstore – http://atlr.ec/TDSMerchYT",2883529,4.91603374481,64594,1385,00:04:00,240,"[Ty Dolla $ign, Ty Dolla Sign, Ty$, Ty Dolla, Future, Freebandz, Future Hendrix, Campaign, Hip-Hop, Rap, Atlantic Records, Taylor Gang, West Coast Rap, Taylor Gang Records]",2016-11-07 23:49:07
16,DJ Esco feat Future - Check On Me [Official Video].mp4,DJ Esco TV,Directed by Eif Rivera,53242,4.88692569733,275,8,00:04:15,255, ,2016-11-07 23:13:44
17,Nick Cannon - If I Was Your Man ft. Jeremih.mp4,NickCannonVEVO,"Music video for If I Was Your Man ft. Jeremih performed by Nick Cannon.

http://www.nickcannon.com
https://www.facebook.com/NickCannon
https://twitter.com/nickcannon
https://www.instagram.com/nickcannon
https://itunes.apple.com/us/artist/nick-cannon/id3641339

Copyright (C) 2016 Ncredible Ent.

http://vevo.ly/qWBnNi",673549,3.83308672905,8614,3548,00:02:41,161,"[Nick, Cannon, If, Was, Your, Man, (Clean), NCredible, Entertainment, Rap/Hip-Hop]",2016-11-07 14:30:00
18,Young Dolph - Foreva ft. T.I..mp4,YoungDolphVEVO,"Get the project, ""Rich Crack Baby"".
iTunes: https://itunes.apple.com/us/album/rich-crack-baby/id1147461104?uo=4&at=1001l3Iq&ct=888915268063&app=itunes
Spotify: https://open.spotify.com/album/0c5QIo4MTyneCPZtXjr7BX
Google Play: https://play.google.com/music/preview/Bddke6p5arggc5zmesvgbnxpxaa?PAffiliateID=1101l3z7

Music video by Young Dolph feat. T.I. performing Foreva. 2016 Paper Route Empire

http://vevo.ly/t0YVbC",1204519,4.86229133606,17950,640,00:03:52,232,"[Young, Dolph, Foreva, Paper, Route, Empire, Rap/Hip-Hop]",2016-11-07 12:00:02
19,French Montana - XPlicit ft. Miguel.mp4,FrenchMontanaVEVO,"XPlicit feat. Miguel is available at:
iTunes: http://smarturl.it/XPlicit
Apple Music: http://smarturl.it/XPlicit_AM
Amazon: http://smarturl.it/XPlicit_Dig
Spotify http://smarturl.it/XPlicit_Sptfy
Google Play: http://smarturl.it/XPlicit_GP
Tidal http://smarturl.it/XPlicit_Tidal
Soundcloud: http://smarturl.it/XPlicit_SC

www.frenchmontanamusic.com
https://www.instagram.com/frenchmontana
https://twitter.com/FrencHMonTanA
https://www.facebook.com/FrenchMontanaOfficial

(C) 2016 Epic Records, a division of Sony Music Entertainment/Bad Boy Entertainment

http://vevo.ly/DHtLrk",978110,4.83016824722,16035,711,00:03:45,225,"[Rap, No Shopping, French Montana feat. Miguel, Bad Boy Entertainment, Bad Boy Entertainment/Epic Records, XPlicit, French, Figure It Out, MC, Boys, Mac & Cheese 4, Kodak Black, Puff Daddy & The Family, Lockjaw, Excuse My French, Mac & Cheese, Drake, Hip Hop, MC4]",2016-11-05 22:00:01
