,filename,author,description,viewcount,rating,likes,dislikes,duration,length,keywords,published,colors_1_red,colors_1_blue,colors_1_green,colors_2_red,colors_2_blue,colors_2_green,colors_3_red,colors_3_blue,colors_3_green,colors_4_red,colors_4_blue,colors_4_green,colors_5_red,colors_5_blue,colors_5_green,colors_6_red,colors_6_blue,colors_6_green,colors_7_red,colors_7_blue,colors_7_green,colors_8_red,colors_8_blue,colors_8_green,colors_9_red,colors_9_blue,colors_9_green,colors_10_red,colors_10_blue,colors_10_green,genre
10,Kings Of Leon - WALLS.mp4,kingsofleonVEVO,"The new album 'WALLS' featuring ""Waste a Moment"", ""WALLS"", ""Around the World"" and ""Reverend"" available now: 
iTunes - http://smarturl.it/WALLSi?IQid=YT
Amazon - http://smarturl.it/WALLSaz?IQid=YT
Google - http://smarturl.it/WALLSg?IQid=YT
Apple Music- http://smarturl.it/WALLSa?IQid=YT 
Spotify - http://smarturl.it/WALLSs?IQid=YT 

Follow Kings Of Leon
Website: http://kingsofleon.com/
Facebook: https://www.facebook.com/KingsOfLeon
Twitter: https://twitter.com/kingsofleon/
Instagram: https://www.instagram.com/kingsofleon/",6780758,4.88398170471,69298,2070,00:05:28,328,"[WALLS, Alternative, RCA Records Label, Kings Of Leon]",2016-09-22 16:30:00,0,0,0,10,10,10,22,22,22,35,35,35,15,15,15,41,12,13,13,13,13,24,24,24,38,39,41,9,15,19,rock
11,twenty one pilots_ Ride (Video).mp4,twenty one pilots,"twenty one pilots' video for 'Ride' from the album Blurryface - available now on Fueled By Ramen. Get it on…

iTunes: http://www.smarturl.it/blurryface
Google Play: http://www.smarturl.it/blurryface-gp
Amazon: http://www.smarturl.it/blurryface-az
Spotify: http://www.smarturl.it/TOP-Spotify
Webstore: http://www.smarturl.it/top_store

find twenty one pilots on…

Site: http://smarturl.it/TOPsite
Facebook: http://smarturl.it/TOPfacebook
Instagram: http://smarturl.it/TOPinstagram
Twitter: http://smarturl.it/TOPtwitter
YouTube: http://smarturl.it/TOPyoutube
Tumblr: http://smarturl.it/TOPtumblr
Spotify: http://smarturl.it/TOPspotify

Directed by Reel Bear Media (http://reelbearmedia.com)

LYRICS

I just want to stay in the sun where I find,
I know it’s hard sometimes,
Pieces of peace in the sun’s peace of mind,
I know it’s hard sometimes,
Yeah I think about the end just way too much,
But it’s fun to fantasize,
On my enemies I wouldn't wish who I was,
But it’s fun to fantasize.

I’m falling so I’m taking my time on my ride,
I’m falling so I’m taking my time on my ride.

“I’d die for you,” that’s easy to say,
We have a list of people that we would take,
A bullet for them, a bullet for you,
A bullet for everybody in this room,
But I don’t seem to see many bullets coming through,
See many bullets coming through,
Metaphorically I’m the man,
But literally I don’t know what I’d do,
“I’d live for you” and that’s hard to do,
Even harder to say when you know it’s not true,
Even harder to write when you know that tonight,
There were people back home who tried talking to you,
But then you ignored them still,
All these questions they’re for real,
Like who would you live for? Who would you die for?
And would you ever kill?

I’m falling so I’m taking my time on my ride,
I’m falling so I’m taking my time on my ride.

I’ve been thinking too much,
Help me.

I’m falling so I’m taking my time on my ride,
I’m falling so I’m taking my time on my ride.

I’ve been thinking too much,
Help me.",297410644,4.91078805923,2080947,47470,00:03:45,225,"[twenty one pilots, blurryface, ride, blurry face, Fueled By Ramen, FBR, 21 pilots, twentyone pilots, fueledbyramen, tyler joseph, josh dun]",2015-05-13 22:00:26,15,17,18,60,59,60,122,122,123,89,89,88,104,108,114,58,58,59,107,107,107,84,84,83,69,69,70,121,116,112,rock
12,ONE OK ROCK_ Taking Off [OFFICIAL VIDEO].mp4,Fueled By Ramen,"ONE OK ROCK's official video for 'Taking Off’ from their upcoming album Ambitions available January 13th on Fueled By Ramen/A-Sketch. Pre-order it now: http://smarturl.it/OORAmbitions

Pre-order Ambitions on...
iTunes: http://smarturl.it/OORAmbitions
Google Play: http://smarturl.it/OORAmbitions-gp
Amazon: http://smarturl.it/OORAmbitions-az

Find ONE OK ROCK on...
Site: http://www.oneokrock.com/
Facebook: http://smarturl.it/OORfacebook
Twitter: http://smarturl.it/OORtwitter
Instagram: http://smarturl.it/OORinstagram
YouTube: http://smarturl.it/OORyoutube
Spotify: http://smarturl.it/OORspotify

Produced and Directed by Sitcom Soldiers

LYRICS

Stuck in the same routine 
Living an empty dream
When am I gonna wake up　
Thought we had it right　
Now it's an endless night　
Where is it gonna take us　

Realizing, everything I love is slowly killing me

I know i know 
we’re taking off together 
even though we always  
crash and burn　
tonight you and I 
will fall from the sky　
drag me all the way to hell　
cuz I’m never gonna let it go 
never gonna let it go　

Build a broken heart 
Watching it fall apart　
Maybe this is how I like it　
Sink your teeth in
Give me what I want　
Love the way it hurts

Realizing, everything I love is slowly killing me

I know I know 
we’re taking off together 
even though we always  
crash and burn　
tonight you and I 
will fall from the sky　
drag me all the way to hell　
cuz I’m never gonna let it go 

I know I know
I'm never gonna let it go
I know I know　
never gonna let it go
I know I know
drag me all the way to hell　
cuz I’m never gonna let it go 

Don't lie, you know everything you do is killing me

I know i know 
we’re taking off together 
even though we always  
crash and burn　
tonight you and I 
will fall from the sky　
drag me all the way to hell　

we’re taking off together 
even though we always  
crash and burn　
tonight you and I 
will fall from the sky　
drag me all the way to hell　
cuz I’m never gonna let it go 

I know I know
I'm never gonna let it go
I know I know　
never gonna let it go
I know I know
drag me all the way to hell　
cuz I’m never gonna let it go",6340358,4.9254655838,92851,1763,00:03:51,231,"[ONE OK ROCK, 1 OK ROCK, ONE OKAY ROCK, 1 OKAY ROCK, Taking Off, I'm Never Gonna Let It Go, We're taking off together, Taka, Toru, Ryota, Tomoya, Fueled By Ramen, FBR, OOR, Music Video, Official Video, Lyrics, ワンオクロック, ワンオク, ミュージアム]",2016-10-25 23:00:07,0,0,0,62,63,63,61,62,62,88,88,135,131,131,130,46,45,45,46,18,19,33,33,33,117,87,87,126,124,127,rock
13,Green Day - Revolution Radio (Official Lyric Video).mp4,Green Day,"Lyric Video for ""Revolution Radio"" from the NEW Album 'Revolution Radio.' Get it at http://smarturl.it/YBGD

Follow Green Day:

http://www.GreenDay.com/
http://www.facebook.com/GreenDay
http://twitter.com/GreenDay
http://www.Instagram.com/GreenDay

Directed and Designed by: Antoni Sendra AKA Podenco
http://www.podenco.tv
 
Lead Animator: Holke79
Typographic Consultant: Pablo Bosch",5301561,4.93665647507,99188,1596,00:03:01,181,"[green day, green, day, official, music, music video, revolution radio]",2016-09-10 04:00:42,6,7,7,45,46,46,20,20,20,16,16,16,23,23,22,29,29,29,29,28,28,14,14,13,12,12,12,26,30,33,rock
14,She's Out Of Her Mind - blink-182 [MUSIC VIDEO].mp4,blink-182,"""She's Out of Her Mind"" taken from our new album, ""California"". 
Grab 'California' here: http://smarturl.it/blink182California

Watch more on Spotify: http://spoti.fi/blink-182

Check our website for upcoming shows: http://blink182.com/#upcoming

OFFICIAL MERCH STORE: https://blink182merch.com/

FOLLOW THE BAND
https://www.facebook.com/blink182/
https://twitter.com/blink182
https://www.instagram.com/blink182/
http://blink182.tumblr.com/

Music Video Directed By:
Nicholas Lam
DP: Alexander Borisovich Nikishin

Special thanks to
https://www.instagram.com/andybovine
https://www.instagram.com/lelepons
https://www.instagram.com/hannahstocking
https://www.instagram.com/vgentaa",5182272,4.57944107056,71332,8381,00:02:42,162,"[blink-182, she's out of her mind, spotify, Whats my age again, California, Lele Pons, Pop Punk, Punk Rock, Travis Barker, Mark Hoppus, Matt Skiba, Hannah Stocking, Adam Devine, Vale Genta, shes out of her mind, blink 182 music video, blink182 shes out of her mind]",2016-10-21 14:00:47,0,13,20,4,4,5,61,61,61,22,22,22,25,38,38,47,47,47,19,18,18,11,11,10,30,28,28,30,31,31,rock
15,X Ambassadors - Unsteady.mp4,XAmbassadorsVEVO,"Get X Ambassadors’ VHS, out now: http://smarturl.it/VHS
Get the Unsteady T-Shirt from the official X Ambassadors Store: http://smarturl.it/UnsteadyTee 

Sign-up for news and updates from X Ambassadors: http://smarturl.it/XAmbassadors.News 

Listen to the Complete X Ambassadors Playlist on Spotify: http://smarturl.it/CompleteXA

Music video by X Ambassadors performing Unsteady. (C) 2015 KIDinaKORNER/Interscope Records

http://vevo.ly/Dy2tcd",35187864,4.92090129852,332911,6716,00:03:26,206,"[Ambassadors, Unsteady, KIDinaKORNER/Interscope, Records, Alternative]",2015-10-02 14:30:00,0,0,0,29,29,30,21,21,20,27,27,26,75,74,71,25,25,24,28,28,28,30,29,30,36,33,34,17,17,17,rock
16,Leonard Cohen - You Want It Darker (Audio).mp4,LeonardCohenVEVO,"Leonard Cohen's official audio for You Want It Darker. Click to listen to Leonard Cohen on Spotify: http://smarturl.it/LCspotifyGH
Click to listen to You Want It Darker on Apple Music: http://smarturl.it/LCDarkerAlbumAM, Click to listen to You Want It Darker on Google Play Music: http://smarturl.it/LCDarkerAlbumGP Buy the album You Want It Darker on Amazon: http://smarturl.it/LCDarkerAlbumAZ

More videos from Leonard Cohen:
Travelling Light: https://www.youtube.com/watch?v=okaqX...
You Want It Darker - https://www.youtube.com/watch?v=YD6fv...
Suzanne - https://www.youtube.com/watch?v=n_56e...
First We Take Manhattan - https://www.youtube.com/watch?v=JTTC_...

Website: http://leonardcohen.com 
Facebook: https://www.facebook.com/leonardcohen

---------
Lyrics:
If you are the dealer, I'm out of the game
If you are the healer, it means I'm broken and lame
If thine is the glory then mine must be the shame
You want it darker
We kill the flame

Magnified, sanctified, be thy holy name
Vilified, crucified, in the human frame
A million candles burning for the help that never came
You want it darker

Hineni, hineni
I'm ready, my lord",4973440,4.8625369072,32454,1155,00:04:46,286,"[You Want It Darker, Slow, So Long Marianne, Leonard Cohen official, official, Hallelujah, The Future, Leonard Cohen Almost Like the Blues Lyrics, Leonard Cohen Almost Like the Blues Official, download, music, I'm Your Man, Leonard Cohen, Leonard Cohen Almost Like the Blues, audio, lyrics, Closing Time, music video, vevo, Sony, Everybody Knows, Rock, Leonard Cohen lyrics, album, official video, LeonardCohenvevo, Suzanne, Dance, Me, to, the, End]",2016-09-21 07:00:03,21,21,21,130,130,130,92,94,95,29,29,30,50,50,49,29,27,26,24,24,23,72,71,71,70,71,72,9,9,9,rock
17,Disturbed  - The Sound Of Silence [Official Music Video].mp4,Disturbed,"Download the song now: http://smarturl.it/immortalized

Directed by Matt Mahurin
http://www.mattmahurin.com

New Album ""Immortalized"" Out Now!

iTunes - http://smarturl.it/immortalized 
Amazon - http://smarturl.it/immortalized.amzn 
Spotify - http://smarturl.it/immortalized.spotify
Google Play - http://smarturl.it/immortalized.gglply
Apple Music - http://smarturl.it/immortalized.applmsc

Connect with Disturbed:
Official Website - http://disturbed1.com
Facebook - http://facebook.com/disturbed
Twitter - http://twitter.com/disturbed
Instagram - http://instagram.com/disturbed
Spotify - http://smarturl.it/disturbed.spotify


Disturbed - The Sound of Silence [Official Music Video] Cover

Gears of War 4 Trailer Song
Nyle DiMarco Peta Murgatroyd Dancing With The Stars Finale 
Hello Darkness My Old Friend",143593369,4.83661317825,1143727,48707,00:04:19,259,"[Disturbed, The Sound Of Silence (Composition), Simon And Garfunkel (Musical Artist), Art Garfunkel (Musical Artist), Paul Simon (Celebrity), Cover, David Draiman (Record Producer), Immortalized, New Album, Music Video, Official Music Video, Lyrics, disturbed the light, disturbed indestructible, sound of silence, disturbed immortalized, gears of war, gears of war 4, trailer song, hello darkess my old friend, Nyle DiMarco, Dancing With The Stars]",2015-12-08 15:28:55,0,0,0,32,32,32,13,13,13,33,32,29,122,121,121,18,19,19,50,49,49,7,8,9,45,46,47,26,26,26,rock
18,The Lumineers - Angela.mp4,LumineersVEVO,"Cleopatra is the brand new album from The Lumineers
Order on the Official Store: http://po.st/CleopatraYTDeC 
Order on iTunes: http://po.st/CleopatraYTDiT  
Order on Amazon: http://po.st/CleopatraONYTDAmz 
Order on Google: http://po.st/CleopatraYTDGP 

Visit the website: http://po.st/LumineersOSYT 
Facebook: http://po.st/LumineersFBYT 
Twitter: http://po.st/LumineersTwYT

http://vevo.ly/uLPh1D",4396476,4.90074872971,40127,1021,00:05:26,326,"[The, Lumineers, Angela, Decca, Records, Alternative]",2016-09-13 15:00:03,110,109,110,109,110,110,96,97,96,109,109,109,129,128,128,53,57,40,25,25,24,66,67,67,66,86,68,80,80,80,rock
19,Bring Me The Horizon - Oh No (Official Video).mp4,BMTHOfficialVEVO,"Available now from iTunes http://smarturl.it/ThatsTheSpiritiT // Google Play http://smarturl.it/ThatsTheSpiritGp // Amazon http://smarturl.it/ThatsTheSpiritAmz // Spotify http://smarturl.it/ThatsTheSpiritSp

LYRICS
You don't have to lie
I know exactly where you've been
Cos' you're chewing off my ear
While you're chewing on your chin
No we're not on the level
You're just off your face
It's not a state of mind no
Your head's just in a state
I may be on the outside
But you're empty within
It's getting kind of old now
I think it's time to pack it in
Don't call it a party
Cos it never stops
Now one is too many
But it's never enough
Don't tell me you're happy
Cos this isn't love
So be careful what you wish for
Who you trying to fool
You know you're in over your head
Cos' your holding on to heaven
But you're hanging by a thread.
Oh no.

Directed by Isaac Eastgate 

Production Company: Forever 
Producer: Davo McConville
DOP: Nicolas Booth
Gaffer: Harry Jay
Art Director: Xander Mitchell
Model Maker: Pamela Contreras
Scenic Painter: Katie Tinkler
Hair & Makeup: Jessica Cheetham
Styling: Cobbie Yates 
Editor: Ben Crook at Speade
Grade: Jack McGinty at Time Based Arts
VFX: Graham Smith
Casting: Fruitcake

CAST
Panicked Man: Ian U'Chong
Arrogant Man: Jozef Aoki
Mix Engineers: Benedict Black, Lauren Harris, Fadlan Effendi
Label Executives: Chris Arias, Konrad Ciechanowski, Liliane Laborde-Edozien
Henchmen: Mehmet & Erdo Hurrem, Bau Tieu

Follow Bring Me The Horizon 

Facebook - https://www.facebook.com/bmthofficial 
Twitter - https://www.twitter.com/bmthofficial 
Instagram - http://www.instagram.com/bmthofficial 
Spotify - http://www.smarturl.it/BMTH_Spotify 

Website - http://www.bmthofficial.com
Sign up to the mailing list - http://www.smarturl.it/BMTH_Mailer",3772100,4.76344585419,124380,7818,00:05:04,304,"[Oh No, Rock, RCA Records Label, Bring Me The Horizon]",2016-11-03 16:00:02,43,43,43,21,21,21,17,17,17,30,30,30,18,18,18,50,50,49,24,24,24,31,31,31,56,56,56,100,100,102,rock
20,Moby & The Void Pacific Choir - Are You Lost In The World Like Me (Official Video).mp4,Moby,"The official video for Are You Lost In The World Like Me? Taken from These Systems Are Failing- the debut album from Moby & The Void Pacific Choir- out now: http://moby.la/mvpcthesesystemsarefailingYo

You can listen to all of the music from Moby & The Void Pacific Choir here: http://moby.la/mobyvpcplaylistYo 

Subscribe to Moby's channel to be the first to know about new videos: http://moby.la/subscribeytYo 

http://thesesystemsarefailing.com 

Animation by Steve Cutts",3450074,4.8960442543,59365,1584,00:03:15,195,"[Moby, Video, Official, Play, 18, Innocents, Porcelain, Extreme Ways, Bourne, Flower, Natural Blues, Southside, Go, Honey, Run On, Disco Lies, Bodyrock, Everloving, Mistake, Live, Theme Music, Film, Music, Are You Lost In The World Like Me, Void Pacfic Choir, Steve Cutts, Animation, These Systems Are Failing, The Light Is Clear In My Eyes, Almost Loved, Don't Leave Me, Circle V, Vegan]",2016-10-18 09:32:14,1,1,1,107,107,51,102,101,98,60,60,60,67,67,67,56,55,53,41,41,41,51,44,44,50,50,50,59,56,54,rock
